Name,QUAI 2 expedition:   u17 Ther Air,QUAI 2 expedition:   U77 Ther Air B,SAS 3 huile:   u17 Ther Air,SAS 2 frais:   u17 Ther Air,SAS 1 stockage:   u17 Ther Air,CF NEG Evap 1 et 2:   u09 S5 Temperature,CF NEG Evap 1 et 2:   U82 EEV OD % B,CF NEG Evap 1 et 2:   u23 EEV OD %,CF NEG Evap 1 et 2:   u75 S5 Temperature B,CF NEG Evap 1 et 2:   u17 Ther Air,QUAI 1 reception:   u17 Ther Air,CF POSITIVE:   u17 Ther Air,DGS combles negative:   Gas Level ppm,DGS combles negative:   Gas Level %,DGS 2 combles milieu:   Gas Level ppm,DGS 3 combles quai 2:   Gas Level ppm,GAS COOLER:   Q06 Fan running,GAS COOLER:   P15 % fan for digita,GAS COOLER:   SD4 Mode expert,GAS COOLER:   A07 S4_Exch_AirOutle,GAS COOLER:   S02 % ventilation ma,GAS COOLER:   CF8 Sonde Sc4 T air,GAS COOLER:   Se2 Vitesse Min,GAS COOLER:   A03 Sc3_Outside_Temp,GAS COOLER:   ON  On/Off,GAS COOLER:   A05 External_Referen,GAS COOLER:   S07 Temp exterieure,GAS COOLER:   S06 Temp exterieure,AKPC ROUBY:   Pc,AKPC ROUBY:   Sgc,AKPC ROUBY:   Prec,AKPC ROUBY:   Condenser speed 1,AKPC ROUBY:   Cond. ctrl.,AKPC ROUBY:   Control sensor,AKPC ROUBY:   Trec,AKPC ROUBY:   Superheat MT,AKPC ROUBY:   Suction temp. To-LT,AKPC ROUBY:   Pc,AKPC ROUBY:   Po-MT,AKPC ROUBY:   Tc,AKPC ROUBY:   Po-BT,AKPC ROUBY:   Tc-LT,AKPC ROUBY:   Ss-BT,AKPC ROUBY:   Cond. control status,AKPC ROUBY:   Pgc,AKPC ROUBY:   Cond. temp.,AKPC ROUBY:   V3tw,AKPC ROUBY:   Tw pump speed,AKPC ROUBY:   Sd-MT,AKPC ROUBY:   Liq inj suc line IT,AKPC ROUBY:   Tw pump running,AKPC ROUBY:   Shp,AKPC ROUBY:   Stw8,AKPC ROUBY:   Suction temp. To-MT,AKPC ROUBY:   Heat reclaim state
Units,degc,degc,degc,degc,degc,degc,%,%,degc,degc,degc,degc,,%,,,,%,,,%,,%,,,,degc,degc,Bar,degc,Bar,%,degc,,degc,degc,degc,Bar,Bar,degc,Bar,degc,degc,,Bar,degc,,%,degc,,,degc,degc,degc,
Digital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Sample Rate,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min
 15:04:00  19/12/2023,11.39,11.50,10.00,1.11,9.61,-19.39,47,26,-19.11,-18.61,10.50,2.00,568,2.80,505,584,1,3.00,0,3276.70,95.00,0,7.00,35.30,0,2.50,15.00,35.00,63.10,22.17,38.33,23.80,22.44,0,5.50,28.17,-26.33,62.06,30.05,24.33,14.71,-3.94,-10.89,11,59.90,23.00,0,0.00,89.00,0,0,23.50,42.94,-5.28,0
 15:05:00  19/12/2023,11.39,11.50,10.00,1.11,9.61,-19.39,47,26,-19.11,-18.61,10.50,2.00,568,2.80,505,584,1,3.00,0,3276.70,95.00,0,7.00,35.30,0,2.50,15.00,35.00,63.10,22.17,38.33,23.80,22.44,0,5.50,28.17,-26.33,62.06,30.05,24.33,14.71,-3.94,-10.89,11,59.90,23.00,0,0.00,89.00,0,0,23.50,42.94,-5.28,0
 15:06:00  19/12/2023,11.39,11.50,10.00,1.11,9.61,-19.50,48,26,-19.22,-18.61,10.50,2.00,568,2.80,505,584,1,3.00,0,3276.70,95.00,0,7.00,35.30,0,2.50,15.00,35.00,63.10,22.17,38.33,23.80,22.44,0,5.50,28.17,-26.33,62.06,30.05,24.33,14.71,-3.94,-10.89,11,59.90,23.00,0,0.00,89.00,0,0,23.50,42.94,-5.28,0
 15:07:00  19/12/2023,11.39,11.50,10.00,1.11,9.61,-19.50,48,26,-19.22,-18.61,10.50,2.00,568,2.80,505,584,1,3.00,0,3276.70,95.00,0,7.00,35.30,0,2.50,15.00,35.00,63.10,22.17,38.33,23.80,22.44,0,5.50,28.17,-26.33,62.06,30.05,24.33,14.71,-3.94,-10.89,11,59.90,23.00,0,0.00,89.00,0,0,23.50,42.94,-5.28,0
 15:08:00  19/12/2023,11.39,11.50,10.00,1.11,9.61,-19.39,48,26,-18.89,-18.61,10.50,2.00,568,2.80,505,584,1,3.00,0,3276.70,95.00,0,7.00,35.30,0,2.50,15.00,35.00,63.10,22.17,38.33,23.80,22.44,0,5.50,28.17,-26.33,62.06,30.05,24.33,14.71,-3.94,-10.89,11,59.90,23.00,0,0.00,89.00,0,0,23.50,42.89,-5.28,0
 15:09:00  19/12/2023,11.39,11.50,10.00,1.11,9.61,-19.39,48,26,-18.89,-18.61,10.50,2.00,568,2.80,505,584,1,3.00,0,3276.70,95.00,0,7.00,35.30,0,2.50,15.00,35.00,63.10,22.17,38.33,23.80,22.44,0,5.50,28.17,-26.33,62.06,30.05,24.33,14.71,-3.94,-10.89,11,59.90,23.00,0,0.00,89.00,0,0,23.50,42.89,-5.28,0
 15:10:00  19/12/2023,11.39,11.50,10.00,1.11,9.61,-19.50,49,26,-19.22,-18.61,10.50,2.00,568,2.80,505,584,1,3.00,0,3276.70,95.00,0,7.00,35.30,0,2.50,15.00,35.00,63.10,22.17,38.33,23.80,22.44,0,5.50,28.17,-26.33,62.06,30.05,24.33,14.71,-3.94,-10.89,11,59.90,23.00,0,0.00,89.00,0,0,23.50,42.89,-5.28,0
 15:11:00  19/12/2023,11.39,11.50,10.00,1.11,9.61,-19.50,49,26,-19.22,-18.61,10.50,2.00,568,2.80,505,584,1,3.00,0,3276.70,95.00,0,7.00,35.30,0,2.50,15.00,35.00,63.10,22.17,38.33,23.80,22.44,0,5.50,28.17,-26.33,62.06,30.05,24.33,14.71,-3.94,-10.89,11,59.90,23.00,0,0.00,89.00,0,0,23.50,42.89,-5.28,0
 15:12:00  19/12/2023,11.28,11.61,10.11,0.78,9.61,-19.61,49,26,-19.28,-19.22,11.28,1.11,562,2.70,480,588,1,3.00,0,3276.70,95.00,0,7.00,35.30,0,4.40,15.00,35.00,60.81,22.72,39.18,16.10,22.44,0,5.94,28.56,-26.50,63.43,26.89,25.06,14.63,-8.11,-11.00,11,60.65,23.06,0,0.00,91.94,0,0,23.56,42.83,-6.11,0
 15:13:00  19/12/2023,11.28,11.61,10.11,0.78,9.61,-19.61,49,26,-19.28,-19.22,11.28,1.11,562,2.70,480,588,1,3.00,0,3276.70,95.00,0,7.00,35.30,0,4.40,15.00,35.00,60.81,22.72,39.18,16.10,22.44,0,5.94,28.56,-26.50,63.43,26.89,25.06,14.63,-8.11,-11.00,11,60.65,23.06,0,0.00,91.94,0,0,23.56,42.83,-6.11,0
 15:14:00  19/12/2023,11.28,11.61,10.11,0.78,9.61,-19.50,48,26,-19.11,-19.22,11.28,1.11,562,2.70,480,588,1,3.00,0,3276.70,95.00,0,7.00,35.30,0,4.40,15.00,35.00,60.81,22.72,39.18,16.10,22.44,0,5.94,28.56,-26.50,63.43,26.89,25.06,14.63,-8.11,-11.00,11,60.65,23.06,0,0.00,91.94,0,0,23.56,42.83,-6.11,0
 15:15:00  19/12/2023,11.28,11.61,10.11,0.78,9.61,-19.50,48,26,-19.11,-19.22,11.28,1.11,562,2.70,480,588,1,3.00,0,3276.70,95.00,0,7.00,35.30,0,4.40,15.00,35.00,60.81,22.72,39.18,16.10,22.44,0,5.94,28.56,-26.50,63.43,26.89,25.06,14.63,-8.11,-11.00,11,60.65,23.06,0,0.00,91.94,0,0,23.56,42.83,-6.11,0
 15:16:00  19/12/2023,11.28,11.61,10.11,0.78,9.61,-19.61,50,26,-19.28,-19.22,11.28,1.11,562,2.70,480,588,1,3.00,0,3276.70,95.00,0,7.00,35.30,0,4.40,15.00,35.00,60.81,22.72,39.18,16.10,22.44,0,5.94,28.56,-26.50,63.43,26.89,25.06,14.63,-8.11,-11.00,11,60.65,23.06,0,0.00,91.94,0,0,23.56,42.78,-6.11,0
 15:17:00  19/12/2023,11.28,11.61,10.11,0.78,9.61,-19.61,50,26,-19.28,-19.22,11.28,1.11,562,2.70,480,588,1,3.00,0,3276.70,95.00,0,7.00,35.30,0,4.40,15.00,35.00,60.81,22.72,39.18,16.10,22.44,0,5.94,28.56,-26.50,63.43,26.89,25.06,14.63,-8.11,-11.00,11,60.65,23.06,0,0.00,91.94,0,0,23.56,42.78,-6.11,0
 15:18:00  19/12/2023,11.28,11.61,10.11,0.78,9.61,-19.61,49,27,-18.89,-19.22,11.28,1.11,562,2.70,480,588,1,3.00,0,3276.70,95.00,0,7.00,35.30,0,4.40,15.00,35.00,60.81,22.72,39.18,16.10,22.44,0,5.94,28.56,-26.50,63.43,26.89,25.06,14.63,-8.11,-11.00,11,60.65,23.06,0,0.00,91.94,0,0,23.56,42.72,-6.11,0
 15:19:00  19/12/2023,11.28,11.61,10.11,0.78,9.61,-19.61,49,27,-18.89,-19.22,11.28,1.11,562,2.70,480,588,1,3.00,0,3276.70,95.00,0,7.00,35.30,0,4.40,15.00,35.00,60.81,22.72,39.18,16.10,22.44,0,5.94,28.56,-26.50,63.43,26.89,25.06,14.63,-8.11,-11.00,11,60.65,23.06,0,0.00,91.94,0,0,23.56,42.72,-6.11,0
 15:20:00  19/12/2023,11.28,11.61,10.11,0.78,9.61,-19.61,49,26,-19.28,-19.22,11.28,1.11,562,2.70,480,588,1,3.00,0,3276.70,95.00,0,7.00,35.30,0,4.40,15.00,35.00,60.81,22.72,39.18,16.10,22.44,0,5.94,28.56,-26.50,63.43,26.89,25.06,14.63,-8.11,-11.00,11,60.65,23.06,0,0.00,91.94,0,0,23.56,42.78,-6.11,0
 15:21:00  19/12/2023,11.28,11.61,10.11,0.78,9.61,-19.61,49,26,-19.28,-19.22,11.28,1.11,562,2.70,480,588,1,3.00,0,3276.70,95.00,0,7.00,35.30,0,4.40,15.00,35.00,60.81,22.72,39.18,16.10,22.44,0,5.94,28.56,-26.50,63.43,26.89,25.06,14.63,-8.11,-11.00,11,60.65,23.06,0,0.00,91.94,0,0,23.56,42.78,-6.11,0
 15:22:00  19/12/2023,11.39,11.72,10.11,0.89,9.28,-19.72,49,26,-19.39,-19.28,11.28,1.78,557,2.70,476,587,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,2.70,15.00,35.00,60.05,22.56,39.41,0.00,23.22,0,6.33,30.11,-26.67,61.71,24.92,24.89,14.54,-9.89,-11.06,5,60.85,23.28,0,0.00,93.56,0,0,22.72,42.72,-2.56,0
 15:23:00  19/12/2023,11.39,11.78,10.11,0.89,9.28,-19.72,49,26,-19.39,-19.28,11.28,1.78,557,2.70,476,587,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,2.70,15.00,35.00,60.05,22.56,39.41,0.00,23.22,0,6.33,30.11,-26.67,61.71,24.92,24.89,14.54,-9.89,-11.06,5,60.85,23.28,0,0.00,93.56,0,0,22.72,42.72,-2.56,0
 15:24:00  19/12/2023,11.39,11.78,10.11,0.89,9.28,-19.50,48,26,-19.11,-19.28,11.28,1.78,557,2.70,476,587,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,2.70,15.00,35.00,60.05,22.56,39.41,0.00,23.22,0,6.33,30.11,-26.67,61.71,24.92,24.89,14.54,-9.89,-11.06,5,60.85,23.28,0,0.00,93.56,0,0,22.72,42.61,-2.56,0
 15:25:00  19/12/2023,11.39,11.78,10.11,0.89,9.28,-19.50,48,26,-19.11,-19.28,11.28,1.78,557,2.70,476,587,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,2.70,15.00,35.00,60.05,22.56,39.41,0.00,23.22,0,6.33,30.11,-26.67,61.71,24.92,24.89,14.54,-9.89,-11.06,5,60.85,23.28,0,0.00,93.56,0,0,22.72,42.61,-2.56,0
 15:26:00  19/12/2023,11.39,11.78,10.11,0.89,9.28,-19.61,49,25,-19.39,-19.28,11.28,1.78,557,2.70,476,587,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,2.70,15.00,35.00,60.05,22.56,39.41,0.00,23.22,0,6.33,30.11,-26.67,61.71,24.92,24.89,14.54,-9.89,-11.06,5,60.85,23.28,0,0.00,93.56,0,0,22.72,42.61,-2.56,0
 15:27:00  19/12/2023,11.39,11.78,10.11,0.89,9.28,-19.61,49,25,-19.39,-19.28,11.28,1.78,557,2.70,476,587,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,2.70,15.00,35.00,60.05,22.56,39.41,0.00,23.22,0,6.33,30.11,-26.67,61.71,24.92,24.89,14.54,-9.89,-11.06,5,60.85,23.28,0,0.00,93.56,0,0,22.72,42.61,-2.56,0
 15:28:00  19/12/2023,11.39,11.78,10.11,0.89,9.28,-19.72,49,26,-19.28,-19.28,11.28,1.78,557,2.70,476,587,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,2.70,15.00,35.00,60.05,22.56,39.41,0.00,23.22,0,6.33,30.11,-26.67,61.71,24.92,24.89,14.54,-9.89,-11.06,5,60.85,23.28,0,0.00,93.56,0,0,22.72,42.61,-2.56,0
 15:29:00  19/12/2023,11.39,11.78,10.11,0.89,9.28,-19.72,49,26,-19.28,-19.28,11.28,1.78,557,2.70,476,587,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,2.70,15.00,35.00,60.05,22.56,39.41,0.00,23.22,0,6.33,30.11,-26.67,61.71,24.92,24.89,14.54,-9.89,-11.06,5,60.85,23.28,0,0.00,93.56,0,0,22.72,42.61,-2.56,0
 15:30:00  19/12/2023,11.39,11.78,10.11,0.89,9.28,-19.39,49,26,-19.00,-19.28,11.28,1.78,557,2.70,476,587,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,2.70,15.00,35.00,60.05,22.56,39.41,0.00,23.22,0,6.33,30.11,-26.67,61.71,24.92,24.89,14.54,-9.89,-11.06,5,60.85,23.28,0,0.00,93.56,0,0,22.72,42.50,-2.56,0
 15:31:00  19/12/2023,11.39,11.78,10.11,0.89,9.28,-19.39,49,26,-19.00,-19.28,11.28,1.78,557,2.70,476,587,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,2.70,15.00,35.00,60.05,22.56,39.41,0.00,23.22,0,6.33,30.11,-26.67,61.71,24.92,24.89,14.54,-9.89,-11.06,5,60.85,23.28,0,0.00,93.56,0,0,22.72,42.50,-2.56,0
 15:32:00  19/12/2023,11.50,11.78,10.11,1.61,9.72,-19.61,50,26,-19.28,-19.28,11.50,1.11,558,2.70,467,597,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,15.80,15.00,35.00,66.37,22.94,38.07,10.00,22.33,0,5.00,22.00,-26.44,62.43,29.29,25.28,14.66,-4.67,-11.11,11,62.20,22.33,0,0.00,90.33,0,0,25.22,42.50,-6.94,0
 15:33:00  19/12/2023,11.50,11.78,10.11,1.61,9.72,-19.61,50,26,-19.28,-19.28,11.50,1.11,558,2.70,467,597,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,15.80,15.00,35.00,66.37,22.94,38.07,10.00,22.33,0,5.00,22.00,-26.44,62.43,29.29,25.28,14.66,-4.67,-11.11,11,62.20,22.33,0,0.00,90.33,0,0,25.22,42.50,-6.94,0
 15:34:00  19/12/2023,11.50,11.78,10.11,1.61,9.72,-19.50,50,26,-19.00,-19.28,11.50,1.11,558,2.70,467,597,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,15.80,15.00,35.00,66.37,22.94,38.07,10.00,22.33,0,5.00,22.00,-26.44,62.43,29.29,25.28,14.66,-4.67,-11.11,11,62.20,22.33,0,0.00,90.33,0,0,25.22,42.44,-6.94,0
 15:35:00  19/12/2023,11.50,11.78,10.11,1.61,9.72,-19.50,50,26,-19.00,-19.28,11.50,1.11,558,2.70,467,597,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,15.80,15.00,35.00,66.37,22.94,38.07,10.00,22.33,0,5.00,22.00,-26.44,62.43,29.29,25.28,14.66,-4.67,-11.11,11,62.20,22.33,0,0.00,90.33,0,0,25.22,42.44,-6.94,0
 15:36:00  19/12/2023,11.50,11.78,10.11,1.61,9.72,-19.61,51,26,-19.28,-19.28,11.50,1.11,558,2.70,467,597,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,15.80,15.00,35.00,66.37,22.94,38.07,10.00,22.33,0,5.00,22.00,-26.44,62.43,29.29,25.28,14.66,-4.67,-11.11,11,62.20,22.33,0,0.00,90.33,0,0,25.22,42.44,-6.94,0
 15:37:00  19/12/2023,11.50,11.78,10.11,1.61,9.72,-19.61,51,26,-19.28,-19.28,11.50,1.11,558,2.70,467,597,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,15.80,15.00,35.00,66.37,22.94,38.07,10.00,22.33,0,5.00,22.00,-26.44,62.43,29.29,25.28,14.66,-4.67,-11.11,11,62.20,22.33,0,0.00,90.33,0,0,25.22,42.44,-6.94,0
 15:38:00  19/12/2023,11.50,11.78,10.11,1.61,9.72,-19.72,51,26,-19.39,-19.28,11.50,1.11,558,2.70,467,597,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,15.80,15.00,35.00,66.37,22.94,38.07,10.00,22.33,0,5.00,22.00,-26.44,62.43,29.29,25.28,14.66,-4.67,-11.11,11,62.20,22.33,0,0.00,90.33,0,0,25.22,42.39,-6.94,0
 15:39:00  19/12/2023,11.50,11.78,10.11,1.61,9.72,-19.72,51,26,-19.39,-19.28,11.50,1.11,558,2.70,467,597,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,15.80,15.00,35.00,66.37,22.94,38.07,10.00,22.33,0,5.00,22.00,-26.44,62.43,29.29,25.28,14.66,-4.67,-11.11,11,62.20,22.33,0,0.00,90.33,0,0,25.22,42.39,-6.94,0
 15:40:00  19/12/2023,11.50,11.78,10.11,1.61,9.72,-19.61,51,26,-19.22,-19.28,11.50,1.11,558,2.70,467,597,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,15.80,15.00,35.00,66.37,22.94,38.07,10.00,22.33,0,5.00,22.00,-26.44,62.43,29.29,25.28,14.66,-4.67,-11.11,11,62.20,22.33,0,0.00,90.33,0,0,25.22,42.33,-6.94,0
 15:41:00  19/12/2023,11.50,11.78,10.11,1.61,9.72,-19.61,51,26,-19.22,-19.28,11.50,1.11,558,2.70,467,597,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,15.80,15.00,35.00,66.37,22.94,38.07,10.00,22.33,0,5.00,22.00,-26.44,62.43,29.29,25.28,14.66,-4.67,-11.11,11,62.20,22.33,0,0.00,90.33,0,0,25.22,42.33,-6.94,0
 15:42:00  19/12/2023,11.50,11.78,10.39,2.00,9.72,-19.50,51,26,-19.00,-19.22,11.61,1.78,557,2.70,455,593,0,3.00,0,3276.70,95.00,0,7.00,35.30,0,18.50,15.00,35.00,64.24,22.56,37.84,5.90,22.50,0,4.83,12.89,-26.67,64.01,29.09,25.67,14.56,-4.61,-11.39,11,63.28,22.22,0,0.00,93.00,0,0,25.17,42.33,-7.89,0
 15:43:00  19/12/2023,11.50,11.78,10.39,2.00,9.72,-19.50,51,26,-19.00,-19.22,11.61,1.78,557,2.70,455,593,0,3.00,0,3276.70,95.00,0,7.00,35.30,0,18.50,15.00,35.00,64.24,22.56,37.84,5.90,22.50,0,4.83,12.89,-26.67,64.01,29.09,25.67,14.56,-4.61,-11.39,11,63.28,22.22,0,0.00,93.00,0,0,25.17,42.33,-7.89,0
 15:44:00  19/12/2023,11.50,11.78,10.39,2.00,9.72,-19.72,52,26,-19.39,-19.22,11.61,1.78,557,2.70,455,593,0,3.00,0,3276.70,95.00,0,7.00,35.30,0,18.50,15.00,35.00,64.24,22.56,37.84,5.90,22.50,0,4.83,12.89,-26.67,64.01,29.09,25.67,14.56,-4.61,-11.39,11,63.28,22.22,0,0.00,93.00,0,0,25.17,42.22,-7.89,0
 15:45:00  19/12/2023,11.50,11.78,10.39,2.00,9.72,-19.72,52,26,-19.39,-19.22,11.61,1.78,557,2.70,455,593,0,3.00,0,3276.70,95.00,0,7.00,35.30,0,18.50,15.00,35.00,64.24,22.56,37.84,5.90,22.50,0,4.83,12.89,-26.67,64.01,29.09,25.67,14.56,-4.61,-11.39,11,63.28,22.22,0,0.00,93.00,0,0,25.17,42.22,-7.89,0
 15:46:00  19/12/2023,11.50,11.78,10.39,2.00,9.72,-19.61,51,26,-19.00,-19.22,11.61,1.78,557,2.70,455,593,0,3.00,0,3276.70,95.00,0,7.00,35.30,0,18.50,15.00,35.00,64.24,22.56,37.84,5.90,22.50,0,4.83,12.89,-26.67,64.01,29.09,25.67,14.56,-4.61,-11.39,11,63.28,22.22,0,0.00,93.00,0,0,25.17,42.22,-7.89,0
 15:47:00  19/12/2023,11.50,11.78,10.39,2.00,9.72,-19.61,51,26,-19.00,-19.22,11.61,1.78,557,2.70,455,593,0,3.00,0,3276.70,95.00,0,7.00,35.30,0,18.50,15.00,35.00,64.24,22.56,37.84,5.90,22.50,0,4.83,12.89,-26.67,64.01,29.09,25.67,14.56,-4.61,-11.39,11,63.28,22.22,0,0.00,93.00,0,0,25.17,42.22,-7.89,0
 15:48:00  19/12/2023,11.50,11.78,10.39,2.00,9.72,-19.28,51,26,-18.89,-19.22,11.61,1.78,557,2.70,455,593,0,3.00,0,3276.70,95.00,0,7.00,35.30,0,18.50,15.00,35.00,64.24,22.56,37.84,5.90,22.50,0,4.83,12.89,-26.67,64.01,29.09,25.67,14.56,-4.61,-11.39,11,63.28,22.22,0,0.00,93.00,0,0,25.17,42.17,-7.89,0
 15:49:00  19/12/2023,11.50,11.78,10.39,2.00,9.72,-19.28,51,26,-18.89,-19.22,11.61,1.78,557,2.70,455,593,0,3.00,0,3276.70,95.00,0,7.00,35.30,0,18.50,15.00,35.00,64.24,22.56,37.84,5.90,22.50,0,4.83,12.89,-26.67,64.01,29.09,25.67,14.56,-4.61,-11.39,11,63.28,22.22,0,0.00,93.00,0,0,25.17,42.17,-7.89,0
 15:50:00  19/12/2023,11.50,11.78,10.39,2.00,9.72,-19.61,51,26,-19.28,-19.22,11.61,1.78,557,2.70,455,593,0,3.00,0,3276.70,95.00,0,7.00,35.30,0,18.50,15.00,35.00,64.24,22.56,37.84,5.90,22.50,0,4.83,12.89,-26.67,64.01,29.09,25.67,14.56,-4.61,-11.39,11,63.28,22.22,0,0.00,93.00,0,0,25.17,42.11,-7.89,0
 15:51:00  19/12/2023,11.50,11.78,10.39,2.00,9.72,-19.61,51,26,-19.28,-19.22,11.61,1.78,557,2.70,455,593,0,3.00,0,3276.70,95.00,0,7.00,35.30,0,18.50,15.00,35.00,64.24,22.56,37.84,5.90,22.50,0,4.83,12.89,-26.67,64.01,29.09,25.67,14.56,-4.61,-11.39,11,63.28,22.22,0,0.00,93.00,0,0,25.17,42.11,-7.89,0
 15:52:00  19/12/2023,11.39,11.78,10.61,2.11,9.89,-19.61,53,26,-19.00,-19.11,11.61,2.22,561,2.80,455,580,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,0.30,15.00,35.00,63.20,22.22,38.35,21.30,22.22,0,5.50,34.72,-26.44,59.96,28.31,23.06,14.78,-8.33,-11.33,11,60.00,22.89,0,0.00,95.11,0,0,23.61,42.06,-8.72,0
 15:53:00  19/12/2023,11.39,11.78,10.61,2.11,9.89,-19.61,53,26,-19.00,-19.11,11.61,2.22,561,2.80,455,580,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,0.30,15.00,35.00,63.20,22.22,38.35,21.30,22.22,0,5.50,34.72,-26.44,59.96,28.31,23.06,14.78,-8.33,-11.33,11,60.00,22.89,0,0.00,95.11,0,0,23.61,42.06,-8.72,0
 15:54:00  19/12/2023,11.39,11.78,10.61,2.11,9.89,-19.39,55,26,-18.39,-19.11,11.61,2.22,561,2.80,455,580,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,0.30,15.00,35.00,63.20,22.22,38.35,21.30,22.22,0,5.50,34.72,-26.44,59.96,28.31,23.06,14.78,-8.33,-11.33,11,60.00,22.89,0,0.00,95.11,0,0,23.61,42.06,-8.72,0
 15:55:00  19/12/2023,11.39,11.78,10.61,2.11,9.89,-19.39,55,26,-18.39,-19.11,11.61,2.22,561,2.80,455,580,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,0.30,15.00,35.00,63.20,22.22,38.35,21.30,22.22,0,5.50,34.72,-26.44,59.96,28.31,23.06,14.78,-8.33,-11.33,11,60.00,22.89,0,0.00,95.11,0,0,23.61,42.06,-8.72,0
 15:56:00  19/12/2023,11.39,11.78,10.61,2.11,9.89,-19.28,53,26,-18.89,-19.11,11.61,2.22,561,2.80,455,580,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,0.30,15.00,35.00,63.20,22.22,38.35,21.30,22.22,0,5.50,34.72,-26.44,59.96,28.31,23.06,14.78,-8.33,-11.33,11,60.00,22.89,0,0.00,95.11,0,0,23.61,42.00,-8.72,0
 15:57:00  19/12/2023,11.39,11.78,10.61,2.11,9.89,-19.28,53,26,-18.89,-19.11,11.61,2.22,561,2.80,455,580,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,0.30,15.00,35.00,63.20,22.22,38.35,21.30,22.22,0,5.50,34.72,-26.44,59.96,28.31,23.06,14.78,-8.33,-11.33,11,60.00,22.89,0,0.00,95.11,0,0,23.61,42.00,-8.72,0
 15:58:00  19/12/2023,11.39,11.78,10.61,2.11,9.89,-19.00,51,25,-18.50,-19.11,11.61,2.22,561,2.80,455,580,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,0.30,15.00,35.00,63.20,22.22,38.35,21.30,22.22,0,5.50,34.72,-26.44,59.96,28.31,23.06,14.78,-8.33,-11.33,11,60.00,22.89,0,0.00,95.11,0,0,23.61,41.94,-8.72,0
 15:59:00  19/12/2023,11.39,11.78,10.61,2.11,9.89,-19.00,51,25,-18.50,-19.11,11.61,2.22,561,2.80,455,580,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,0.30,15.00,35.00,63.20,22.22,38.35,21.30,22.22,0,5.50,34.72,-26.44,59.96,28.31,23.06,14.78,-8.33,-11.33,11,60.00,22.89,0,0.00,95.11,0,0,23.61,41.94,-8.72,0
 16:00:00  19/12/2023,11.39,11.78,10.61,2.11,9.89,-19.39,51,25,-19.11,-19.11,11.61,2.22,561,2.80,455,580,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,0.30,15.00,35.00,63.20,22.22,38.35,21.30,22.22,0,5.50,34.72,-26.44,59.96,28.31,23.06,14.78,-8.33,-11.33,11,60.00,22.89,0,0.00,95.11,0,0,23.61,41.89,-8.72,0
 16:01:00  19/12/2023,11.39,11.78,10.61,2.11,9.89,-19.39,51,25,-19.11,-19.11,11.61,2.22,561,2.80,455,580,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,0.30,15.00,35.00,63.20,22.22,38.35,21.30,22.22,0,5.50,34.72,-26.44,59.96,28.31,23.06,14.78,-8.33,-11.33,11,60.00,22.89,0,0.00,95.11,0,0,23.61,41.89,-8.72,0
