Name,QUAI 2 expedition:   u17 Ther Air,QUAI 2 expedition:   U77 Ther Air B,SAS 3 huile:   u17 Ther Air,SAS 2 frais:   u17 Ther Air,SAS 1 stockage:   u17 Ther Air,CF NEG Evap 1 et 2:   u09 S5 Temperature,CF NEG Evap 1 et 2:   U82 EEV OD % B,CF NEG Evap 1 et 2:   u23 EEV OD %,CF NEG Evap 1 et 2:   u75 S5 Temperature B,CF NEG Evap 1 et 2:   u17 Ther Air,QUAI 1 reception:   u17 Ther Air,CF POSITIVE:   u17 Ther Air,DGS combles negative:   Gas Level ppm,DGS combles negative:   Gas Level %,DGS 2 combles milieu:   Gas Level ppm,DGS 3 combles quai 2:   Gas Level ppm,GAS COOLER:   Q06 Fan running,GAS COOLER:   P15 % fan for digita,GAS COOLER:   SD4 Mode expert,GAS COOLER:   A07 S4_Exch_AirOutle,GAS COOLER:   S02 % ventilation ma,GAS COOLER:   CF8 Sonde Sc4 T air,GAS COOLER:   Se2 Vitesse Min,GAS COOLER:   A03 Sc3_Outside_Temp,GAS COOLER:   ON  On/Off,GAS COOLER:   A05 External_Referen,GAS COOLER:   S07 Temp exterieure,GAS COOLER:   S06 Temp exterieure,AKPC ROUBY:   Pc,AKPC ROUBY:   Sgc,AKPC ROUBY:   Prec,AKPC ROUBY:   Condenser speed 1,AKPC ROUBY:   Cond. ctrl.,AKPC ROUBY:   Control sensor,AKPC ROUBY:   Trec,AKPC ROUBY:   Superheat MT,AKPC ROUBY:   Suction temp. To-LT,AKPC ROUBY:   Pc,AKPC ROUBY:   Po-MT,AKPC ROUBY:   Tc,AKPC ROUBY:   Po-BT,AKPC ROUBY:   Tc-LT,AKPC ROUBY:   Ss-BT,AKPC ROUBY:   Cond. control status,AKPC ROUBY:   Pgc,AKPC ROUBY:   Cond. temp.,AKPC ROUBY:   V3tw,AKPC ROUBY:   Tw pump speed,AKPC ROUBY:   Sd-MT,AKPC ROUBY:   Liq inj suc line IT,AKPC ROUBY:   Tw pump running,AKPC ROUBY:   Shp,AKPC ROUBY:   Stw8,AKPC ROUBY:   Suction temp. To-MT,AKPC ROUBY:   Heat reclaim state
Units,degc,degc,degc,degc,degc,degc,%,%,degc,degc,degc,degc,,%,,,,%,,,%,,%,,,,degc,degc,Bar,degc,Bar,%,degc,,degc,degc,degc,Bar,Bar,degc,Bar,degc,degc,,Bar,degc,,%,degc,,,degc,degc,degc,
Digital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Sample Rate,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min
 14:06:00  19/12/2023,8.61,9.61,10.00,3.72,9.50,-19.61,59,37,-18.89,-18.89,9.11,1.22,570,2.80,513,630,1,3.00,0,3276.70,95.00,0,7.00,34.80,0,9.90,15.00,35.00,62.24,22.78,38.39,9.10,22.72,0,5.22,28.83,-26.22,62.73,28.73,25.06,14.83,-6.44,-11.56,11,61.82,22.61,0,0.00,87.89,0,0,24.00,25.94,-5.11,0
 14:07:00  19/12/2023,8.61,9.61,10.00,3.72,9.50,-19.61,59,37,-18.89,-18.89,9.11,1.22,570,2.80,513,630,1,3.00,0,3276.70,95.00,0,7.00,34.80,0,9.90,15.00,35.00,62.24,22.78,38.39,9.10,22.72,0,5.22,28.83,-26.22,62.73,28.73,25.06,14.83,-6.44,-11.56,11,61.82,22.61,0,0.00,87.89,0,0,24.00,25.94,-5.11,0
 14:08:00  19/12/2023,8.61,9.61,10.00,3.72,9.50,-19.72,60,38,-19.50,-18.89,9.11,1.22,570,2.80,513,630,1,3.00,0,3276.70,95.00,0,7.00,34.80,0,9.90,15.00,35.00,62.24,22.78,38.39,9.10,22.72,0,5.22,28.83,-26.22,62.73,28.73,25.06,14.83,-6.44,-11.56,11,61.82,22.61,0,0.00,87.89,0,1,24.00,28.61,-5.11,0
 14:09:00  19/12/2023,8.61,9.61,10.00,3.72,9.50,-19.72,60,38,-19.50,-18.89,9.11,1.22,570,2.80,513,630,1,3.00,0,3276.70,95.00,0,7.00,34.80,0,9.90,15.00,35.00,62.24,22.78,38.39,9.10,22.72,0,5.22,28.83,-26.22,62.73,28.73,25.06,14.83,-6.44,-11.56,11,61.82,22.61,0,0.00,87.89,0,1,24.00,28.61,-5.11,0
 14:10:00  19/12/2023,8.61,9.61,10.00,3.72,9.50,-19.89,61,39,-19.72,-18.89,9.11,1.22,570,2.80,513,630,1,3.00,0,3276.70,95.00,0,7.00,34.80,0,9.90,15.00,35.00,62.24,22.78,38.39,9.10,22.72,0,5.22,28.83,-26.22,62.73,28.73,25.06,14.83,-6.44,-11.56,11,61.82,22.61,0,0.00,87.89,0,1,24.00,30.39,-5.11,0
 14:11:00  19/12/2023,8.61,9.61,10.00,3.72,9.50,-19.89,61,39,-19.72,-18.89,9.11,1.22,570,2.80,513,630,1,3.00,0,3276.70,95.00,0,7.00,34.80,0,9.90,15.00,35.00,62.24,22.78,38.39,9.10,22.72,0,5.22,28.83,-26.22,62.73,28.73,25.06,14.83,-6.44,-11.56,11,61.82,22.61,0,0.00,87.89,0,0,24.00,30.39,-5.11,0
 14:12:00  19/12/2023,10.11,10.39,10.00,1.72,9.28,-19.78,60,39,-19.50,-19.00,7.72,1.78,579,2.80,518,600,1,3.00,0,3276.70,95.00,0,7.00,34.80,0,8.30,15.00,35.00,61.82,22.61,38.48,9.20,22.67,0,5.39,24.22,-28.06,62.72,28.47,25.06,14.10,-6.06,-11.67,11,61.65,22.56,1,100.00,87.67,0,0,24.00,31.56,-4.83,0
 14:13:00  19/12/2023,10.11,10.39,10.00,1.72,9.28,-19.78,60,39,-19.50,-19.00,7.72,1.78,579,2.80,518,600,1,3.00,0,3276.70,95.00,0,7.00,34.80,0,8.30,15.00,35.00,61.82,22.61,38.48,9.20,22.67,0,5.39,24.22,-28.06,62.72,28.47,25.06,14.10,-6.06,-11.67,11,61.65,22.56,1,100.00,87.67,0,0,24.00,31.56,-4.83,0
 14:14:00  19/12/2023,10.11,10.39,10.00,1.72,9.28,-20.00,60,38,-19.78,-19.00,7.72,1.78,579,2.80,518,600,1,3.00,0,3276.70,95.00,0,7.00,34.80,0,8.30,15.00,35.00,61.82,22.61,38.48,9.20,22.67,0,5.39,24.22,-28.06,62.72,28.47,25.06,14.10,-6.06,-11.67,11,61.65,22.56,1,100.00,87.67,0,0,24.00,32.50,-4.83,0
 14:15:00  19/12/2023,10.11,10.39,10.00,1.72,9.28,-20.00,60,38,-19.78,-19.00,7.72,1.78,579,2.80,518,600,1,3.00,0,3276.70,95.00,0,7.00,34.80,0,8.30,15.00,35.00,61.82,22.61,38.48,9.20,22.67,0,5.39,24.22,-28.06,62.72,28.47,25.06,14.10,-6.06,-11.67,11,61.65,22.56,1,100.00,87.67,0,0,24.00,32.50,-4.83,0
 14:16:00  19/12/2023,10.11,10.39,10.00,1.72,9.28,-20.11,49,32,-19.72,-19.00,7.72,1.78,579,2.80,518,600,1,3.00,0,3276.70,95.00,0,7.00,34.80,0,8.30,15.00,35.00,61.82,22.61,38.48,9.20,22.67,0,5.39,24.22,-28.06,62.72,28.47,25.06,14.10,-6.06,-11.67,11,61.65,22.56,1,100.00,87.67,0,0,24.00,33.44,-4.83,0
 14:17:00  19/12/2023,10.11,10.39,10.00,1.72,9.28,-20.11,49,32,-19.72,-19.00,7.72,1.78,579,2.80,518,600,1,3.00,0,3276.70,95.00,0,7.00,34.80,0,8.30,15.00,35.00,61.82,22.61,38.48,9.20,22.67,0,5.39,24.22,-28.06,62.72,28.47,25.06,14.10,-6.06,-11.67,11,61.65,22.56,1,100.00,87.67,0,0,24.00,33.44,-4.83,0
 14:18:00  19/12/2023,10.11,10.39,10.00,1.72,9.28,-20.00,41,26,-20.00,-19.00,7.72,1.78,579,2.80,518,600,1,3.00,0,3276.70,95.00,0,7.00,34.80,0,8.30,15.00,35.00,61.82,22.61,38.48,9.20,22.67,0,5.39,24.22,-28.06,62.72,28.47,25.06,14.10,-6.06,-11.67,11,61.65,22.56,1,100.00,87.67,0,0,24.00,34.33,-4.83,0
 14:19:00  19/12/2023,10.11,10.39,10.00,1.72,9.28,-20.00,41,26,-20.00,-19.00,7.72,1.78,579,2.80,518,600,1,3.00,0,3276.70,95.00,0,7.00,34.80,0,8.30,15.00,35.00,61.82,22.61,38.48,9.20,22.67,0,5.39,24.22,-28.06,62.72,28.47,25.06,14.10,-6.06,-11.67,11,61.65,22.56,1,100.00,87.67,0,0,24.00,34.33,-4.83,0
 14:20:00  19/12/2023,10.11,10.39,10.00,1.72,9.28,-20.00,41,25,-20.28,-19.00,7.72,1.78,579,2.80,518,600,1,3.00,0,3276.70,95.00,0,7.00,34.80,0,8.30,15.00,35.00,61.82,22.61,38.48,9.20,22.67,0,5.39,24.22,-28.06,62.72,28.47,25.06,14.10,-6.06,-11.67,11,61.65,22.56,1,100.00,87.67,0,0,24.00,35.17,-4.83,0
 14:21:00  19/12/2023,10.11,10.39,10.00,1.72,9.28,-20.00,41,25,-20.28,-19.00,7.72,1.78,579,2.80,518,600,1,3.00,0,3276.70,95.00,0,7.00,34.80,0,8.30,15.00,35.00,61.82,22.61,38.48,9.20,22.67,0,5.39,24.22,-28.06,62.72,28.47,25.06,14.10,-6.06,-11.67,11,61.65,22.56,1,100.00,87.67,0,0,24.00,35.17,-4.83,0
 14:22:00  19/12/2023,10.61,10.72,10.00,1.78,9.39,-19.72,40,25,-20.11,-19.72,9.89,0.89,582,2.90,518,603,1,3.00,0,3276.70,95.00,0,7.00,34.50,0,6.40,15.00,35.00,62.50,22.56,38.45,16.00,22.56,0,5.39,28.89,-27.94,63.50,28.84,25.22,13.97,-5.89,-13.11,11,61.46,22.72,1,100.00,89.89,0,0,24.11,36.00,-6.72,0
 14:23:00  19/12/2023,10.61,10.72,10.00,1.78,9.39,-19.72,40,25,-20.11,-19.72,9.89,0.89,582,2.90,518,603,1,3.00,0,3276.70,95.00,0,7.00,34.50,0,6.40,15.00,35.00,62.50,22.56,38.45,16.00,22.56,0,5.39,28.89,-27.94,63.50,28.84,25.22,13.97,-5.89,-13.11,11,61.46,22.72,0,100.00,89.89,0,0,24.11,36.00,-6.72,0
 14:24:00  19/12/2023,10.61,10.72,10.00,1.78,9.39,-19.72,33,19,-19.78,-19.72,9.89,0.89,582,2.90,518,603,1,3.00,0,3276.70,95.00,0,7.00,34.50,0,6.40,15.00,35.00,62.50,22.56,38.45,16.00,22.56,0,5.39,28.89,-27.94,63.50,28.84,25.22,13.97,-5.89,-13.11,11,61.46,22.72,0,100.00,89.89,0,0,24.11,36.83,-6.72,0
 14:25:00  19/12/2023,10.61,10.72,10.00,1.78,9.39,-19.72,33,19,-19.78,-19.72,9.89,0.89,582,2.90,518,603,1,3.00,0,3276.70,95.00,0,7.00,34.50,0,6.40,15.00,35.00,62.50,22.56,38.45,16.00,22.56,0,5.39,28.89,-27.94,63.50,28.84,25.22,13.97,-5.89,-13.11,11,61.46,22.72,0,100.00,89.89,0,0,24.11,36.83,-6.72,0
 14:26:00  19/12/2023,10.61,10.72,10.00,1.78,9.39,-19.72,38,23,-19.50,-19.72,9.89,0.89,582,2.90,518,603,1,3.00,0,3276.70,95.00,0,7.00,34.50,0,6.40,15.00,35.00,62.50,22.56,38.45,16.00,22.56,0,5.39,28.89,-27.94,63.50,28.84,25.22,13.97,-5.89,-13.11,11,61.46,22.72,0,100.00,89.89,0,0,24.11,37.61,-6.72,0
 14:27:00  19/12/2023,10.61,10.72,10.00,1.78,9.39,-19.72,38,23,-19.50,-19.72,9.89,0.89,582,2.90,518,603,1,3.00,0,3276.70,95.00,0,7.00,34.50,0,6.40,15.00,35.00,62.50,22.56,38.45,16.00,22.56,0,5.39,28.89,-27.94,63.50,28.84,25.22,13.97,-5.89,-13.11,11,61.46,22.72,0,100.00,89.89,0,0,24.11,37.61,-6.72,0
 14:28:00  19/12/2023,10.61,10.72,10.00,1.78,9.39,-19.28,43,26,-19.00,-19.72,9.89,0.89,582,2.90,518,603,1,3.00,0,3276.70,95.00,0,7.00,34.50,0,6.40,15.00,35.00,62.50,22.56,38.45,16.00,22.56,0,5.39,28.89,-27.94,63.50,28.84,25.22,13.97,-5.89,-13.11,11,61.46,22.72,0,100.00,89.89,0,0,24.11,38.33,-6.72,0
 14:29:00  19/12/2023,10.61,10.72,10.00,1.78,9.39,-19.28,43,26,-19.00,-19.72,9.89,0.89,582,2.90,518,603,1,3.00,0,3276.70,95.00,0,7.00,34.50,0,6.40,15.00,35.00,62.50,22.56,38.45,16.00,22.56,0,5.39,28.89,-27.94,63.50,28.84,25.22,13.97,-5.89,-13.11,11,61.46,22.72,0,100.00,89.89,0,0,24.11,38.33,-6.72,0
 14:30:00  19/12/2023,10.61,10.72,10.00,1.78,9.39,-19.39,45,27,-19.22,-19.72,9.89,0.89,582,2.90,518,603,1,3.00,0,3276.70,95.00,0,7.00,34.50,0,6.40,15.00,35.00,62.50,22.56,38.45,16.00,22.56,0,5.39,28.89,-27.94,63.50,28.84,25.22,13.97,-5.89,-13.11,11,61.46,22.72,0,100.00,89.89,0,0,24.11,38.94,-6.72,0
 14:31:00  19/12/2023,10.61,10.72,10.00,1.78,9.39,-19.39,45,27,-19.22,-19.72,9.89,0.89,582,2.90,518,603,1,3.00,0,3276.70,95.00,0,7.00,34.50,0,6.40,15.00,35.00,62.50,22.56,38.45,16.00,22.56,0,5.39,28.89,-27.94,63.50,28.84,25.22,13.97,-5.89,-13.11,11,61.46,22.72,0,100.00,89.89,0,0,24.11,38.94,-6.72,0
 14:32:00  19/12/2023,10.89,11.00,10.11,0.78,9.50,-19.39,45,27,-18.89,-19.50,10.39,1.61,578,2.80,501,612,1,3.00,0,3276.70,95.00,0,7.00,34.50,0,0.30,15.00,35.00,61.50,22.22,38.81,13.30,22.72,0,5.83,32.72,-23.89,59.78,26.18,23.00,16.23,-9.78,-12.06,11,59.97,23.00,0,100.00,94.94,0,0,23.44,39.72,-6.06,0
 14:33:00  19/12/2023,10.89,11.00,10.11,0.78,9.50,-19.39,45,27,-18.89,-19.50,10.39,1.61,578,2.80,501,612,1,3.00,0,3276.70,95.00,0,7.00,34.50,0,0.30,15.00,35.00,61.50,22.22,38.81,13.30,22.72,0,5.83,32.72,-23.89,59.78,26.18,23.00,16.23,-9.78,-12.06,11,59.97,23.00,0,100.00,94.94,0,0,23.44,39.72,-6.06,0
 14:34:00  19/12/2023,10.89,11.00,10.11,0.78,9.50,-19.50,45,26,-19.28,-19.50,10.39,1.61,578,2.80,501,612,1,3.00,0,3276.70,95.00,0,7.00,34.50,0,0.30,15.00,35.00,61.50,22.22,38.81,13.30,22.72,0,5.83,32.72,-23.89,59.78,26.18,23.00,16.23,-9.78,-12.06,11,59.97,23.00,0,100.00,94.94,0,0,23.44,40.39,-6.06,0
 14:35:00  19/12/2023,10.89,11.00,10.11,0.78,9.50,-19.50,45,26,-19.28,-19.50,10.39,1.61,578,2.80,501,612,1,3.00,0,3276.70,95.00,0,7.00,34.50,0,0.30,15.00,35.00,61.50,22.22,38.81,13.30,22.72,0,5.83,32.72,-23.89,59.78,26.18,23.00,16.23,-9.78,-12.06,11,59.97,23.00,0,100.00,94.94,0,0,23.44,40.39,-6.06,0
 14:36:00  19/12/2023,10.89,11.00,10.11,0.78,9.50,-19.61,44,26,-19.39,-19.50,10.39,1.61,578,2.80,501,612,1,3.00,0,3276.70,95.00,0,7.00,34.50,0,0.30,15.00,35.00,61.50,22.22,38.81,13.30,22.72,0,5.83,32.72,-23.89,59.78,26.18,23.00,16.23,-9.78,-12.06,11,59.97,23.00,0,100.00,94.94,0,0,23.44,41.17,-6.06,0
 14:37:00  19/12/2023,10.89,11.00,10.11,0.78,9.50,-19.61,44,26,-19.39,-19.50,10.39,1.61,578,2.80,501,612,1,3.00,0,3276.70,95.00,0,7.00,34.50,0,0.30,15.00,35.00,61.50,22.22,38.81,13.30,22.72,0,5.83,32.72,-23.89,59.78,26.18,23.00,16.23,-9.78,-12.06,11,59.97,23.00,0,100.00,94.94,0,0,23.44,41.17,-6.06,0
 14:38:00  19/12/2023,10.89,11.00,10.11,0.78,9.50,-19.50,43,26,-19.11,-19.50,10.39,1.61,578,2.80,501,612,1,3.00,0,3276.70,95.00,0,7.00,34.50,0,0.30,15.00,35.00,61.50,22.22,38.81,13.30,22.72,0,5.83,32.72,-23.89,59.78,26.18,23.00,16.23,-9.78,-12.06,11,59.97,23.00,0,100.00,94.94,0,0,23.44,41.89,-6.06,0
 14:39:00  19/12/2023,10.89,11.00,10.11,0.78,9.50,-19.50,43,26,-19.11,-19.50,10.39,1.61,578,2.80,501,612,1,3.00,0,3276.70,95.00,0,7.00,34.50,0,0.30,15.00,35.00,61.50,22.22,38.81,13.30,22.72,0,5.83,32.72,-23.89,59.78,26.18,23.00,16.23,-9.78,-12.06,11,59.97,23.00,0,100.00,94.94,0,0,23.44,41.89,-6.06,0
 14:40:00  19/12/2023,10.89,11.00,10.11,0.78,9.50,-19.61,44,26,-19.28,-19.50,10.39,1.61,578,2.80,501,612,1,3.00,0,3276.70,95.00,0,7.00,34.50,0,0.30,15.00,35.00,61.50,22.22,38.81,13.30,22.72,0,5.83,32.72,-23.89,59.78,26.18,23.00,16.23,-9.78,-12.06,11,59.97,23.00,0,100.00,94.94,0,0,23.44,42.50,-6.06,0
 14:41:00  19/12/2023,10.89,11.00,10.11,0.78,9.50,-19.61,44,26,-19.28,-19.50,10.39,1.61,578,2.80,501,612,1,3.00,0,3276.70,95.00,0,7.00,34.50,0,0.30,15.00,35.00,61.50,22.22,38.81,13.30,22.72,0,5.83,32.72,-23.89,59.78,26.18,23.00,16.23,-9.78,-12.06,11,59.97,23.00,0,100.00,94.94,0,0,23.44,42.50,-6.06,0
 14:42:00  19/12/2023,11.11,11.22,10.00,1.50,9.72,-19.61,45,26,-18.89,-19.28,11.11,2.00,569,2.80,502,590,1,3.00,0,3276.70,95.00,0,7.00,34.50,0,22.70,15.00,35.00,63.73,23.17,38.03,7.10,22.00,0,4.78,34.89,-26.00,64.92,30.49,26.33,14.89,-3.22,-12.06,11,64.34,22.00,0,30.00,86.83,0,0,25.39,43.11,-5.39,0
 14:43:00  19/12/2023,11.11,11.22,10.00,1.50,9.72,-19.61,45,26,-18.89,-19.28,11.11,2.00,569,2.80,502,590,1,3.00,0,3276.70,95.00,0,7.00,34.50,0,22.70,15.00,35.00,63.73,23.17,38.03,7.10,22.00,0,4.78,34.89,-26.00,64.92,30.49,26.33,14.89,-3.22,-12.06,11,64.34,22.00,0,0.00,86.83,0,0,25.39,43.11,-5.39,0
 14:44:00  19/12/2023,11.11,11.22,10.00,1.50,9.72,-19.50,45,26,-19.22,-19.28,11.11,2.00,569,2.80,502,590,1,3.00,0,3276.70,95.00,0,7.00,34.50,0,22.70,15.00,35.00,63.73,23.17,38.03,7.10,22.00,0,4.78,34.89,-26.00,64.92,30.49,26.33,14.89,-3.22,-12.06,11,64.34,22.00,0,0.00,86.83,0,0,25.39,43.17,-5.39,0
 14:45:00  19/12/2023,11.11,11.22,10.00,1.50,9.72,-19.50,45,26,-19.22,-19.28,11.11,2.00,569,2.80,502,590,1,3.00,0,3276.70,95.00,0,7.00,34.50,0,22.70,15.00,35.00,63.73,23.17,38.03,7.10,22.00,0,4.78,34.89,-26.00,64.92,30.49,26.33,14.89,-3.22,-12.06,11,64.34,22.00,0,0.00,86.83,0,0,25.39,43.17,-5.39,0
 14:46:00  19/12/2023,11.11,11.22,10.00,1.50,9.72,-19.61,45,26,-19.28,-19.28,11.11,2.00,569,2.80,502,590,1,3.00,0,3276.70,95.00,0,7.00,34.50,0,22.70,15.00,35.00,63.73,23.17,38.03,7.10,22.00,0,4.78,34.89,-26.00,64.92,30.49,26.33,14.89,-3.22,-12.06,11,64.34,22.00,0,0.00,86.83,0,0,25.39,43.17,-5.39,0
 14:47:00  19/12/2023,11.11,11.22,10.00,1.50,9.72,-19.61,45,26,-19.28,-19.28,11.11,2.00,569,2.80,502,590,1,3.00,0,3276.70,95.00,0,7.00,34.50,0,22.70,15.00,35.00,63.73,23.17,38.03,7.10,22.00,0,4.78,34.89,-26.00,64.92,30.49,26.33,14.89,-3.22,-12.06,11,64.34,22.00,0,0.00,86.83,0,0,25.39,43.17,-5.39,0
 14:48:00  19/12/2023,11.11,11.22,10.00,1.50,9.72,-19.39,46,27,-19.00,-19.28,11.11,2.00,569,2.80,502,590,1,3.00,0,3276.70,95.00,0,7.00,34.50,0,22.70,15.00,35.00,63.73,23.17,38.03,7.10,22.00,0,4.78,34.89,-26.00,64.92,30.49,26.33,14.89,-3.22,-12.06,11,64.34,22.00,0,0.00,86.83,0,0,25.39,43.17,-5.39,0
 14:49:00  19/12/2023,11.11,11.22,10.00,1.50,9.72,-19.39,46,27,-19.00,-19.28,11.11,2.00,569,2.80,502,590,1,3.00,0,3276.70,95.00,0,7.00,34.50,0,22.70,15.00,35.00,63.73,23.17,38.03,7.10,22.00,0,4.78,34.89,-26.00,64.92,30.49,26.33,14.89,-3.22,-12.06,11,64.34,22.00,0,0.00,86.83,0,0,25.39,43.17,-5.39,0
 14:50:00  19/12/2023,11.11,11.22,10.00,1.50,9.72,-19.22,48,27,-18.78,-19.28,11.11,2.00,569,2.80,502,590,1,3.00,0,3276.70,95.00,0,7.00,34.50,0,22.70,15.00,35.00,63.73,23.17,38.03,7.10,22.00,0,4.78,34.89,-26.00,64.92,30.49,26.33,14.89,-3.22,-12.06,11,64.34,22.00,0,0.00,86.83,0,0,25.39,43.17,-5.39,0
 14:51:00  19/12/2023,11.11,11.22,10.00,1.50,9.72,-19.22,48,27,-18.78,-19.28,11.11,2.00,569,2.80,502,590,1,3.00,0,3276.70,95.00,0,7.00,34.50,0,22.70,15.00,35.00,63.73,23.17,38.03,7.10,22.00,0,4.78,34.89,-26.00,64.92,30.49,26.33,14.89,-3.22,-12.06,11,64.34,22.00,0,0.00,86.83,0,0,25.39,43.17,-5.39,0
 14:52:00  19/12/2023,11.28,11.39,10.00,0.78,9.89,-19.39,49,27,-19.11,-19.28,11.72,1.11,580,2.80,511,614,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,9.50,15.00,35.00,62.18,22.22,38.34,13.30,22.22,0,5.50,27.17,-26.33,64.86,27.82,26.33,14.73,-8.56,-11.11,11,60.61,22.61,0,0.00,93.94,0,0,24.72,43.11,-7.56,0
 14:53:00  19/12/2023,11.28,11.39,10.00,0.78,9.89,-19.39,49,27,-19.11,-19.28,11.72,1.11,580,2.80,511,614,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,9.50,15.00,35.00,62.18,22.22,38.34,13.30,22.22,0,5.50,27.17,-26.33,64.86,27.82,26.33,14.73,-8.56,-11.11,11,60.61,22.61,0,0.00,93.94,0,0,24.72,43.11,-7.56,0
 14:54:00  19/12/2023,11.28,11.39,10.00,0.78,9.89,-19.11,49,27,-18.39,-19.28,11.72,1.11,580,2.80,511,614,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,9.50,15.00,35.00,62.18,22.22,38.34,13.30,22.22,0,5.50,27.17,-26.33,64.86,27.82,26.33,14.73,-8.56,-11.11,11,60.61,22.61,0,0.00,93.94,0,0,24.72,43.06,-7.56,0
 14:55:00  19/12/2023,11.28,11.39,10.00,0.78,9.89,-19.11,49,27,-18.39,-19.28,11.72,1.11,580,2.80,511,614,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,9.50,15.00,35.00,62.18,22.22,38.34,13.30,22.22,0,5.50,27.17,-26.33,64.86,27.82,26.33,14.73,-8.56,-11.11,11,60.61,22.61,0,0.00,93.94,0,0,24.72,43.06,-7.56,0
 14:56:00  19/12/2023,11.28,11.39,10.00,0.78,9.89,-19.11,48,27,-18.61,-19.28,11.72,1.11,580,2.80,511,614,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,9.50,15.00,35.00,62.18,22.22,38.34,13.30,22.22,0,5.50,27.17,-26.33,64.86,27.82,26.33,14.73,-8.56,-11.11,11,60.61,22.61,0,0.00,93.94,0,0,24.72,43.06,-7.56,0
 14:57:00  19/12/2023,11.28,11.39,10.00,0.78,9.89,-19.11,48,27,-18.61,-19.28,11.72,1.11,580,2.80,511,614,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,9.50,15.00,35.00,62.18,22.22,38.34,13.30,22.22,0,5.50,27.17,-26.33,64.86,27.82,26.33,14.73,-8.56,-11.11,11,60.61,22.61,0,0.00,93.94,0,0,24.72,43.06,-7.56,0
 14:58:00  19/12/2023,11.28,11.39,10.00,0.78,9.89,-19.11,47,26,-18.61,-19.28,11.72,1.11,580,2.80,511,614,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,9.50,15.00,35.00,62.18,22.22,38.34,13.30,22.22,0,5.50,27.17,-26.33,64.86,27.82,26.33,14.73,-8.56,-11.11,11,60.61,22.61,0,0.00,93.94,0,0,24.72,43.06,-7.56,0
 14:59:00  19/12/2023,11.28,11.39,10.00,0.78,9.89,-19.11,47,26,-18.61,-19.28,11.72,1.11,580,2.80,511,614,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,9.50,15.00,35.00,62.18,22.22,38.34,13.30,22.22,0,5.50,27.17,-26.33,64.86,27.82,26.33,14.73,-8.56,-11.11,11,60.61,22.61,0,0.00,93.94,0,0,24.72,43.06,-7.56,0
 15:00:00  19/12/2023,11.28,11.39,10.00,0.78,9.89,-19.28,47,26,-19.11,-19.28,11.72,1.11,580,2.80,511,614,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,9.50,15.00,35.00,62.18,22.22,38.34,13.30,22.22,0,5.50,27.17,-26.33,64.86,27.82,26.33,14.73,-8.56,-11.11,11,60.61,22.61,0,0.00,93.94,0,0,24.72,43.00,-7.56,0
 15:01:00  19/12/2023,11.28,11.39,10.00,0.78,9.89,-19.28,47,26,-19.11,-19.28,11.72,1.11,580,2.80,511,614,1,3.00,0,3276.70,95.00,0,7.00,35.00,0,9.50,15.00,35.00,62.18,22.22,38.34,13.30,22.22,0,5.50,27.17,-26.33,64.86,27.82,26.33,14.73,-8.56,-11.11,11,60.61,22.61,0,0.00,93.94,0,0,24.72,43.00,-7.56,0
 15:02:00  19/12/2023,11.39,11.50,10.00,1.11,9.61,-19.50,47,26,-19.22,-18.61,10.50,2.00,568,2.80,505,584,1,3.00,0,3276.70,95.00,0,7.00,35.30,0,2.50,15.00,35.00,63.10,22.17,38.33,23.80,22.44,0,5.50,28.17,-26.33,62.06,30.05,24.33,14.71,-3.94,-10.89,11,59.90,23.00,0,0.00,89.00,0,0,23.50,42.94,-5.28,0
 15:03:00  19/12/2023,11.39,11.50,10.00,1.11,9.61,-19.50,47,26,-19.22,-18.61,10.50,2.00,568,2.80,505,584,1,3.00,0,3276.70,95.00,0,7.00,35.30,0,2.50,15.00,35.00,63.10,22.17,38.33,23.80,22.44,0,5.50,28.17,-26.33,62.06,30.05,24.33,14.71,-3.94,-10.89,11,59.90,23.00,0,0.00,89.00,0,0,23.50,42.94,-5.28,0
